Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1379,2,Male,77,3,2,Sales Executive,4,Divorced,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,0,0,0
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,884,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,388,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,164,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1011,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1288,2,Male,95,4,2,Healthcare Representative,1,Married,5538,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,523,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,62,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,137,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,150,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1049,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,960,3,Male,98,3,2,Research Scientist,4,Single,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,934,4,Male,84,3,1,Research Scientist,1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1368,2,Male,41,3,1,Research Scientist,2,Married,2226,6073,1,Y,No,11,3,3,80,1,6,3,2,5,3,1,2
35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,82,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1417,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,396,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,33,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1203,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,1455,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1143,3,Female,50,1,2,Laboratory Technician,1,Single,5769,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,1435,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
41,No,Non-Travel,509,Research & Development,2,4,Other,1,460,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1318,4,Female,53,3,1,Laboratory Technician,4,Single,2379,19826,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,865,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,771,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,458,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,842,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,727,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,364,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
33,No,Non-Travel,750,Sales,22,2,Marketing,1,122,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,648,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,446,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,772,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,220,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1191,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,168,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,709,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,1430,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,1463,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,651,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,86,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,297,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1002,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1209,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,630,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
37,No,Non-Travel,1252,Sales,19,2,Medical,1,653,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,732,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,578,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,977,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,942,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,581,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,74,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1128,4,Male,45,4,1,Research Scientist,3,Married,2073,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,770,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1329,2,Female,36,2,2,Sales Representative,3,Married,3540,7018,1,Y,No,21,4,4,80,1,9,5,3,9,8,5,8
34,No,Non-Travel,1065,Sales,23,4,Marketing,1,47,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1267,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,99,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
38,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1121,2,Female,90,3,2,Sales Executive,2,Single,4198,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
45,No,Non-Travel,1052,Sales,6,3,Medical,1,219,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1137,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,698,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,437,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,180,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,280,1,Male,96,3,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,768,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1179,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,1,241,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1252,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,799,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,738,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,757,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,485,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,740,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,811,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,588,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1222,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,53,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,912,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,808,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,554,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1129,1,Male,80,4,2,Laboratory Technician,1,Married,5562,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,254,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,360,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1069,3,Male,38,2,1,Laboratory Technician,1,Single,2561,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1294,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1045,1,Male,96,3,2,Healthcare Representative,3,Married,6651,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1151,2,Male,48,4,2,Research Scientist,1,Married,5208,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,609,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,1,273,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,602,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,118,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,265,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,176,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,232,3,Male,58,3,5,Manager,4,Married,19232,4933,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1197,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
42,No,Non-Travel,926,Research & Development,21,2,Medical,1,198,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1053,3,Male,64,3,1,Research Scientist,3,Divorced,1274,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,849,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,210,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1247,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,809,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,511,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,172,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,845,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,859,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,336,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1315,3,Female,67,3,2,Sales Executive,3,Married,5154,19665,4,Y,No,22,4,2,80,2,10,3,4,8,7,5,7
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,73,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1408,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,852,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,481,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,828,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1016,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,990,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,944,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,266,1,Male,78,2,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,742,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,964,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,414,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,228,2,Female,42,3,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,513,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1381,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,415,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,382,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1388,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1023,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1080,2,Female,32,3,3,Manufacturing Director,2,Single,8376,9150,4,Y,No,18,3,4,80,0,9,3,3,2,0,2,2
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,801,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1086,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,312,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1013,2,Female,50,1,1,Sales Representative,3,Single,1359,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1065,3,Male,46,3,1,Human Resources,3,Divorced,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,640,3,Female,36,3,1,Research Scientist,1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1260,3,Male,58,4,2,Healthcare Representative,3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1221,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,449,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,483,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,182,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,167,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,610,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
